node1,node2,CN,JC,AA,RA,PA
1127,1560,0.8780252791475373,0.9332596497194354,0.8916850875701411,0.9247860341211812,0.7526781159666723
52,303,0.9994332029700165,1.0,0.9996032420790115,0.9997732811880066,0.9831094485064898
446,1662,0.9999433202970016,1.0,0.9999433202970016,1.0,0.9668707135974608
1066,1751,0.99793119084056,1.0,0.9982996089100493,0.9991498044550247,0.9245593153091878
514,1561,0.9972793742560789,0.9997166014850082,0.9979028509890608,0.9993198435640197,0.9816357762285326
667,1452,0.9866802697953863,1.0,0.9907612084112679,0.9980728900980559,0.7412004761095052
459,1983,0.9756844074137051,0.997449413365074,0.9797653460295868,0.990137731678286,0.897863175196962
176,1079,0.9985830074250411,0.9921782009862268,0.9988097262370346,0.9997732811880066,0.9990364450490279
1000,2036,0.9885790398458312,0.9993765232670181,0.9914413648472482,0.997449413365074,0.8879725670237488
1210,1275,0.9939352717791758,0.9982429292070509,0.9960891004931134,0.9993198435640197,0.9715751289463244
514,670,0.9947287876211529,0.9953522643541348,0.9956356628691265,0.9988664059400328,0.9889757977668197
1017,1282,0.9530125262143626,0.9366320920478377,0.9514254945304087,0.9442838519526158,0.9480247123505073
401,776,0.9985830074250411,1.0,0.9989230856430312,0.9997166014850082,0.9795669670690925
119,1060,0.9952672447996372,0.9940486311851726,0.9971093351470838,0.9994332029700165,0.9500651816584481
569,972,0.9983562886130477,1.0,0.9985830074250411,0.9993198435640197,0.805135181091651
511,1331,0.9714617695403276,1.0,0.9754010088987134,0.9858300742504109,0.5584367737913053
856,1455,0.9999149804455024,1.0,0.9999433202970016,0.9999433202970016,0.8953409284135351
1408,1880,0.9530125262143626,0.9917814430652383,0.9641784277050388,0.9889474579153206,0.8409850932381114
1224,1746,0.9203933571388085,0.9795953069205917,0.9665022955279714,0.9997732811880066,0.669273933004591
1182,1677,0.990137731678286,1.0,0.9923482400952219,0.9955223034631299,0.8610780479510287
212,220,1.0,1.0,1.0,1.0,0.9968826163350905
0,176,0.9999716601485008,1.0,1.0,1.0,0.9960891004931134
669,1326,0.9866802697953863,0.9989797653460296,0.9903644504902794,0.9980728900980559,0.9069886073796973
614,1254,0.22102250184209035,0.22102250184209035,0.22102250184209035,0.22102250184209035,0.20931814317292977
306,1837,0.9999149804455024,1.0,0.9999433202970016,0.9999433202970016,0.8901263957376864
982,1860,1.0,1.0,1.0,1.0,0.9997166014850082
1335,1397,0.8479850365584084,0.8113132687184719,0.8507623420053279,0.8373859320977158,0.7449413365073967
18,760,0.9866802697953863,0.9652553420620076,0.9896276143513008,0.9969959757410871,0.9871620472708723
90,1892,0.9844981012299495,1.0,0.9899110128662926,0.9988664059400328,0.6587881879498951
1151,2057,0.9866802697953863,0.9993765232670181,0.9897976534602959,0.9962591396021084,0.9154055432749533
995,1030,0.9969959757410871,0.9998866405940033,0.9978461712860625,0.9995465623760131,0.9625063764665873
653,1939,0.9990364450490279,1.0,0.9993198435640197,0.9997732811880066,0.7427024882389617
1257,1774,0.9530125262143626,1.0,0.9632148727540668,0.9850932381114323,0.5287649492716658
1040,1812,0.9988097262370346,1.0,0.9989797653460296,0.9994332029700165,0.9647452247350223
1429,1582,0.9339114663039165,0.9599841296831605,0.938105764325795,0.9539760811653347,0.6467720909142436
417,1733,0.9530125262143626,0.9850932381114323,0.9641784277050388,0.9898543331632942,0.7198038882276256
1403,1737,0.990137731678286,1.0,0.9930850762342005,0.9973360539590772,0.8398798390296435
355,1567,0.9994332029700165,0.9998866405940033,0.9996032420790115,0.9997166014850082,0.9877855240038542
644,995,0.9982712690585501,1.0,0.9985830074250411,0.9996032420790115,0.9368304710083319
375,743,0.9995749022275123,1.0,0.9996032420790115,0.9994898826730148,0.9727370628577906
959,1171,0.9441704925466191,0.9864535509833928,0.9640083885960438,0.9979028509890608,0.7907668763815677
599,1363,0.9885790398458312,0.9961457801961118,0.9909879272232613,0.9961457801961118,0.9647735645865215
401,1940,0.993000056679703,0.9955223034631299,0.9940486311851726,0.9986396871280394,0.9843280621209545
1905,2003,0.9996032420790115,1.0,0.9997166014850082,1.0,0.9835062064274783
541,1140,0.9972793742560789,1.0,0.9980162103950575,0.9993198435640197,0.8907215326191691
313,542,0.9952672447996372,0.9997166014850082,0.9965992178200986,0.9991498044550247,0.9006971603468797
1217,1319,0.9991781443065239,1.0,0.9993765232670181,0.9996032420790115,0.9120614407980502
723,1166,0.9441704925466191,1.0,0.9526724479963725,0.9823726123675112,0.4062801110922179
900,1127,0.9714617695403276,0.9997166014850082,0.980445502465567,0.9951822252451397,0.7403502805645299
208,1775,1.0,1.0,1.0,1.0,0.9887774188063254
464,1487,0.99793119084056,1.0,0.9983562886130477,0.9995465623760131,0.8134387575809102
7,995,0.9661622173099813,0.9855466757354191,0.9725103440457972,0.9900810519752876,0.9144419883239812
1030,1902,0.9601258289406563,0.9957490222751233,0.9642917871110356,0.9737006178087627,0.8168395397608117
506,1845,0.9823726123675112,0.9839596440514652,0.985376636626424,0.992688318313212,0.9238508190217083
1337,1909,0.9661622173099813,0.9965425381171003,0.9741540554327496,0.9920081618772317,0.8626650796349827
887,1912,0.9339114663039165,0.8960494247010146,0.9367454514538344,0.9501785410644448,0.9218386895652667
181,1605,0.9981295698010543,0.9997166014850082,0.9982996089100493,0.9988097262370346,0.9890041376183188
269,572,0.9983562886130477,1.0,0.9986396871280394,0.9994332029700165,0.9558748512157796
446,1443,0.9999433202970016,1.0,0.9999433202970016,1.0,0.9846398004874455
578,1773,0.9998583007425041,1.0,0.9998866405940033,0.9999433202970016,0.9968259366320921
226,1151,0.9823726123675112,0.9999433202970016,0.9847531598934421,0.9904778098962761,0.6712010429065352
813,1188,0.9530125262143626,1.0,0.9740406960267528,0.9987530465340362,0.31437397268038314
463,2001,0.9964575185626028,1.0,0.9972226945530805,0.9985830074250411,0.9163124185229269
181,592,0.9999433202970016,1.0,0.9999433202970016,1.0,0.9890041376183188
530,1062,0.9947287876211529,0.9985830074250411,0.9956923425721249,0.9980162103950575,0.8699484214702715
160,1112,0.990137731678286,0.9997732811880066,0.9943887094031627,0.9994332029700165,0.8193617865442385
1263,1500,0.9714617695403276,0.9913846851442498,0.9852632772204274,0.9997732811880066,0.9048347786657598
444,1343,0.9714617695403276,0.9979595306920592,0.9790285098906082,0.9960324207901151,0.8692966048857904
995,1802,0.99172476336224,0.9996599217820099,0.9936518732641841,0.9975627727710706,0.9388142606132743
346,649,0.9999433202970016,1.0,1.0,1.0,0.9976761321770674
1539,1605,0.9964575185626028,0.9990931247520263,0.9971093351470838,0.9987530465340362,0.9844697613784503
83,557,0.9991781443065239,1.0,0.9994332029700165,0.9997732811880066,0.9544578586408207
363,760,0.8479850365584084,0.6613387745848212,0.8726407073626934,0.9440571331406223,0.8114266281244686
50,828,0.9795386272175933,0.9702998356288614,0.9895709346483025,0.9997732811880066,0.9396361163067506
509,1582,0.9997166014850082,1.0,0.9997166014850082,0.9999433202970016,0.9766479623646772
517,1611,0.9714617695403276,0.9747775321657315,0.9772147593946607,0.9907045287082695,0.9549963158193051
359,371,0.9952672447996372,1.0,0.9962591396021084,0.9983562886130477,0.8070056112905969
635,1379,0.9756844074137051,0.9945020688091595,0.9807855806835573,0.9943887094031627,0.72207107634756
1630,1738,0.9998583007425041,0.9998866405940033,0.9998866405940033,1.0,0.9990364450490279
97,570,0.9958057019781217,1.0,0.997449413365074,0.9994332029700165,0.7820665419713201
839,1377,0.9998866405940033,1.0,0.9998866405940033,1.0,0.9988664059400328
119,439,0.990137731678286,0.9849231990024372,0.9933117950461939,0.9981295698010543,0.8772884430085587
24,1567,0.9530125262143626,0.8796973303859887,0.9607209658221391,0.9882673014793403,0.92586294847815
495,546,1.0,1.0,1.0,1.0,0.9932551153431955
942,1931,0.9885790398458312,0.9995465623760131,0.9914980445502466,0.9962591396021084,0.8722156095902057
798,1848,0.99793119084056,0.9978461712860625,0.9982996089100493,0.9994898826730148,0.9961457801961118
545,972,0.9958057019781217,0.9997166014850082,0.9979028509890608,0.999829960891005,0.9627047554270816
497,1791,0.9990364450490279,0.9999433202970016,0.9991498044550247,0.9993198435640197,0.9913846851442498
1252,1439,0.9203933571388085,0.9993198435640197,0.937312248483818,0.9846964801904438,0.5715014453324264
1159,1614,1.0,1.0,1.0,1.0,0.9949555064331463
33,1599,0.9981295698010543,0.9997732811880066,0.9982996089100493,0.9986396871280394,0.9845831207844471
437,585,0.9795386272175933,0.9831661282094882,0.9815224168225358,0.9862835118743978,0.9417049254661906
1495,2050,0.9601258289406563,0.9521339908178881,0.9698463980048745,0.9968259366320921,0.9599841296831605
1022,1523,0.9939352717791758,1.0,0.9953522643541348,0.9986396871280394,0.8851102420223318
1493,1618,0.9964575185626028,1.0,0.9972793742560789,0.9989797653460296,0.9163124185229269
738,852,0.9601258289406563,0.9276483591225982,0.9615711613671144,0.9600408093861588,0.9765912826616788
742,1070,0.9997166014850082,1.0,0.9997732811880066,0.9997732811880066,0.997449413365074
1145,1876,0.9203933571388085,0.9955223034631299,0.938105764325795,0.9819758544465227,0.6590999263163861
570,1554,0.8780252791475373,0.9433202970016437,0.9417332653176897,0.9993198435640197,0.5027489655954203
96,1384,0.9975911126225698,1.0,0.9983562886130477,0.9997732811880066,0.7283625233803774
358,1631,0.6706059060250524,0.7616051691889134,0.8030380320807119,0.9905911693022729,0.20778779119197416
1744,2011,0.9339114663039165,0.9987530465340362,0.963895029190047,0.9993198435640197,0.6562376013149691
212,1557,0.9999433202970016,1.0,0.9999433202970016,1.0,0.9771297398401633
693,1541,0.9530125262143626,0.9997166014850082,0.9638383494870487,0.9892308564303123,0.5805701978121635
760,1433,0.9997166014850082,0.9998866405940033,0.9997166014850082,0.9999433202970016,0.9967692569290937
874,1550,0.9939352717791758,0.9997166014850082,0.9958057019781217,0.9991498044550247,0.9240208581307034
528,1403,0.9939352717791758,0.9954372839086323,0.9949555064331463,0.9970526554440855,0.9860567930624043
67,434,0.9756844074137051,1.0,0.9805021821685654,0.9911012866292581,0.4352717791758771
966,1888,0.9972793742560789,1.0,0.9981862495040525,0.9994332029700165,0.7879895709346483
267,558,0.9995749022275123,0.9997732811880066,0.9996032420790115,0.9996599217820099,0.997449413365074
841,2008,0.9018590942583461,0.8469931417559372,0.9011505979708666,0.8828430539023976,0.8806325454854617
274,739,1.0,1.0,1.0,1.0,0.9765912826616788
1223,1388,0.9988097262370346,0.9990931247520263,0.9990364450490279,0.9997732811880066,0.9980162103950575
1703,1747,0.9018590942583461,0.9913846851442498,0.943376976704642,0.9986396871280394,0.6538570537890381
1049,1414,0.9018590942583461,0.9997166014850082,0.9163974380774245,0.9446806098736042,0.38066088533696085
371,1615,0.9958057019781217,1.0,0.9968259366320921,0.9984696480190444,0.8707419373122485
1539,1847,0.9795386272175933,0.9960891004931134,0.9833361673184833,0.9948421470271496,0.8306127075894122
224,1701,0.9958057019781217,1.0,0.9969392960380887,0.9987530465340362,0.9254095108541631
894,1489,0.9530125262143626,0.9265431049141303,0.9715467890948252,0.997449413365074,0.9396077764552514
39,56,0.99172476336224,0.9996032420790115,0.9951255455421414,0.9993198435640197,0.9434336564076404
1122,1874,0.8780252791475373,1.0,0.9184379073853653,0.9916114039562433,0.14413648472482005
977,1377,0.9823726123675112,0.9888057586578246,0.9845264410814487,0.9913280054412514,0.9296038088760414
1680,1972,0.9203933571388085,0.9997166014850082,0.9547129173043133,0.9982996089100493,0.4574052031967352
0,626,0.9999433202970016,1.0,0.9999433202970016,0.9999433202970016,0.9119197415405543
1408,1457,0.9203933571388085,0.9997166014850082,0.9354418182848722,0.9750609306807232,0.43827580343479
1027,1659,0.9969959757410871,1.0,0.9980728900980559,0.9997166014850082,0.8553533979481948
383,835,0.9983562886130477,1.0,0.9985830074250411,0.9993765232670181,0.9337414271949215
251,1786,0.9998583007425041,1.0,0.9998866405940033,1.0,0.9785750722666213
912,1169,0.998412968316046,0.9993198435640197,0.9986396871280394,0.9993198435640197,0.9834778665759791
220,2007,0.9997449413365074,0.9998866405940033,0.999829960891005,0.9998866405940033,0.9988664059400328
1400,1906,0.8479850365584084,0.9798503655840843,0.9000170039108996,0.9849798787054356,0.31579096525534206
528,1425,0.9969959757410871,0.9990931247520263,0.9978461712860625,0.9994332029700165,0.9854333163294224
760,1654,0.9972793742560789,0.993481834155189,0.9973360539590772,0.9968259366320921,0.997449413365074
302,976,0.999829960891005,1.0,0.9998866405940033,1.0,0.995238904948138
737,1633,0.8085643031230516,0.9987530465340362,0.9148670860964688,0.9991498044550247,0.31275860114493
667,742,0.9999433202970016,1.0,0.9999433202970016,1.0,0.9784050331576263
831,1248,0.9018590942583461,0.8878308677662529,0.9251827920421697,0.9890041376183188,0.7872810746471689
766,1062,0.9989514254945304,0.9993765232670181,0.9992631638610213,0.9997166014850082,0.9973360539590772
216,327,0.9339114663039165,0.9971660148500822,0.951482174233407,0.9910446069262597,0.4692796009748909
731,1176,0.6706059060250524,0.9777532165731452,0.7640990761208412,0.9528424871053676,0.10576432579493283
272,616,1.0,1.0,1.0,1.0,0.9977328118800658
267,831,0.9997166014850082,1.0,0.9997166014850082,0.999829960891005,0.9961457801961118
208,250,0.9992915037125205,0.9998866405940033,0.9994332029700165,0.9996032420790115,0.9937652326701808
809,1848,1.0,1.0,1.0,1.0,0.9999433202970016
995,1116,0.993000056679703,0.996655897523097,0.9927449980162104,0.9898543331632942,0.9816357762285326
742,786,0.8780252791475373,0.7555404409680894,0.8956526667800261,0.9549963158193051,0.8119367454514539
421,577,0.9530125262143626,1.0,0.9687694836479057,0.9945587485121578,0.4241625573881993
885,1450,0.8479850365584084,1.0,0.8677095732018364,0.9344215836309018,0.1996825936632092
847,2024,0.9983562886130477,1.0,0.9985830074250411,0.9993198435640197,0.8936405373235844
857,1498,0.9958057019781217,0.9982996089100493,0.9962591396021084,0.9968259366320921,0.9779515955336394
383,669,0.9983562886130477,1.0,0.9985830074250411,0.9993198435640197,0.9143286289179845
847,1409,0.9441704925466191,0.8834381907838803,0.952275690075384,0.9811823386045457,0.9481947514595024
390,437,1.0,1.0,1.0,1.0,0.9941619905911693
564,1684,0.9714617695403276,0.9886640594003288,0.9725670237487956,0.9732471801847759,0.9260613274386442
75,1843,1.0,1.0,1.0,1.0,0.9955789831661283
1009,1351,0.990137731678286,0.9985830074250411,0.993481834155189,0.9982429292070509,0.9543161593833248
1051,1773,0.9975911126225698,0.9997732811880066,0.9982429292070509,0.9993198435640197,0.9568667460182508
1275,1983,0.9952672447996372,0.9989797653460296,0.9960324207901151,0.9972793742560789,0.9755143683047101
387,1390,0.9997166014850082,0.9998866405940033,0.9997166014850082,0.999829960891005,0.997449413365074
298,1347,1.0,1.0,1.0,1.0,0.9412231479907045
75,1861,1.0,1.0,1.0,1.0,0.9903361106387802
15,1553,0.9985830074250411,1.0,0.9987530465340362,0.9991498044550247,0.9816924559315309
628,1268,0.9530125262143626,0.9668140338944624,0.9724536643427989,0.9991498044550247,0.9035028056452984
1501,1983,0.9990364450490279,1.0,0.9992631638610213,0.9994898826730148,0.8051918607946494
729,1156,1.0,0.9997732811880066,1.0,1.0,1.0
609,1185,0.9661622173099813,0.9977328118800658,0.9754576886017118,0.9947287876211529,0.8382928073456896
839,1403,0.99172476336224,0.9859434336564077,0.9949555064331463,0.9997732811880066,0.9913846851442498
1268,1540,0.9972793742560789,1.0,0.9976761321770674,0.998412968316046,0.9557898316612821
942,1018,0.990137731678286,0.989344215836309,0.9906478490052713,0.9941619905911693,0.9883806608853369
760,1996,0.9958057019781217,0.9983846284645469,0.9972793742560789,0.9994332029700165,0.9345916227398968
342,1655,0.9441704925466191,0.9979028509890608,0.9667290143399648,0.9983562886130477,0.5530805418579606
1577,1915,0.9885790398458312,0.9828827296944964,0.9870203480133765,0.9746641727597347,0.990931247520263
1053,1412,1.0,1.0,1.0,1.0,0.926344725953636
58,1759,0.8780252791475373,0.9351017400668821,0.9084055999546562,0.9873604262313666,0.7427024882389617
21,200,0.9983562886130477,0.9981295698010543,0.9985263277220428,0.9993198435640197,0.9946721079181545
1553,1691,0.9795386272175933,0.9819191747435243,0.980445502465567,0.9764212435526838,0.9570651249787451
532,1678,0.9947287876211529,0.9995465623760131,0.9960324207901151,0.9989797653460296,0.9520206314118914
56,878,0.9972793742560789,0.9998866405940033,0.9978461712860625,0.9993198435640197,0.9714334296888284
1089,1385,0.9661622173099813,1.0,0.9806722212775605,0.9985830074250411,0.3204387009012073
426,1899,0.9990364450490279,1.0,0.9992631638610213,0.9994332029700165,0.9081505412911637
336,2011,0.9947287876211529,1.0,0.9960891004931134,0.9986396871280394,0.8076574278750779
135,1912,0.9441704925466191,0.9544861984923199,0.9492149861134728,0.9628747945360766,0.7424190897239699
537,1441,0.9661622173099813,0.997449413365074,0.9776681970186476,0.9970526554440855,0.6509097092331236
281,1213,0.9969959757410871,0.9845831207844471,0.9967692569290937,0.9960891004931134,0.9977328118800658
535,1161,0.9988097262370346,1.0,0.9989230856430312,0.9993198435640197,0.8424871053675679
298,1412,1.0,1.0,1.0,1.0,0.9392676982372612
359,1447,0.9958057019781217,1.0,0.9973360539590772,0.9993198435640197,0.834863685314289
1098,1696,0.9989514254945304,0.9997166014850082,0.9992631638610213,0.9997166014850082,0.9820892138525195
136,927,0.9990364450490279,1.0,0.9992631638610213,0.9994898826730148,0.9520773111148898
27,1868,0.9795386272175933,0.9997166014850082,0.9856600351414159,0.9980162103950575,0.8142322734228873
616,995,0.9995749022275123,1.0,0.9996599217820099,0.999829960891005,0.9927166581647112
100,485,0.9339114663039165,0.9952955846511364,0.9403162727427308,0.9603242079011506,0.4863401915773961
642,1655,0.9992915037125205,1.0,0.9995465623760131,0.9997732811880066,0.9712633905798334
868,1579,0.993000056679703,1.0,0.9951255455421414,0.9986396871280394,0.6547639290370119
1523,1778,0.99172476336224,0.9998866405940033,0.9934251544521907,0.9977328118800658,0.9109561865895822
590,1806,0.9999433202970016,1.0,0.9999433202970016,0.9999433202970016,0.9438587541801281
222,1483,0.9988097262370346,0.9994332029700165,0.9993765232670181,0.9999433202970016,0.957206824236241
912,1536,0.990137731678286,0.9666156549339682,0.992518279204217,0.9968259366320921,0.9904778098962761
769,1076,0.9885790398458312,1.0,0.9914980445502466,0.997449413365074,0.5928130136598084
58,2003,0.990137731678286,0.9943036898486652,0.9925749589072154,0.9985830074250411,0.9749475712747265
412,431,0.9823726123675112,0.9989797653460296,0.9848665192994389,0.9905344895992745,0.9050898373292524
1726,1805,0.9018590942583461,0.9782916737516295,0.9204783766933061,0.9634982712690585,0.7312531882332937
21,39,0.9958057019781217,0.9899110128662926,0.9972226945530805,0.9993198435640197,0.9915547242532449
306,1443,0.9999149804455024,1.0,0.9999433202970016,0.9999433202970016,0.94448223091311
220,1728,1.0,1.0,1.0,1.0,0.9833928470214816
1103,1998,0.9991781443065239,1.0,0.9996032420790115,0.9999433202970016,0.8934421583630902
766,1995,0.9995749022275123,1.0,0.9997166014850082,0.9998866405940033,0.98138071756504
657,1166,0.9441704925466191,1.0,0.9488749078954827,0.9693929603808876,0.2228929320410361
356,809,0.9964575185626028,0.9612310831491243,0.9972226945530805,0.9985830074250411,0.9911012866292581
927,1040,0.9994332029700165,1.0,0.9995465623760131,0.9997166014850082,0.9882673014793403
756,2006,0.9988097262370346,1.0,0.9993198435640197,0.9999433202970016,0.6973020461372782
171,1768,0.9441704925466191,0.9730204613727824,0.949725103440458,0.9631581930510684,0.8841750269228589
